ID,YEAR,REGION,FESTIVAL_NAME,IMAGE_PATH,Aesthetic,Aesthetic_Description,Thematic,Thematic_Description,Readability,Readability_Description,Creativity,Creativity_Description
경남_48,2025,경남,제30회_부곡온천축제,C:\workspace\uv_festival\홍보물\2025\경남\제30회_부곡온천축제\포스터\제30회_부곡온천축제_poster_01_20250328.jpg,7,부드러운 분홍색 배경과 화사한 꽃 이미지가 조화를 이루어 온천 축제의 따뜻함을 잘 표현했습니다. 중앙의 큰 타이포그래피가 시선을 집중시키며 화면 구도가 안정적입니다. 다만 일부 텍스트와 이미지가 다소 밀집되어 시각적 여유가 부족해 보입니다.,8,"전체적으로 온천과 자연의 행복을 주제로 한 메시지가 명확하게 전달됩니다. 제목, 부제, 캐릭터 이미지와 관련 일정이 시각적으로 잘 연결되어 행사 콘셉트와 일치합니다. 다만 일부 텍스트가 작아 직관적 연결고리가 약한 부분도 있습니다.",6,"글씨 색상 대비는 적절한 편이나 배경과 텍스트가 겹쳐 일부 정보가 눈에 잘 띄지 않는 경우가 있습니다. 정보 구조는 계층적으로 잘 분리되어 있으나, 텍스트 크기와 위치로 인해 시선 흐름이 약간 분산되는 느낌입니다. 자연스러운 시선 유도를 보완할 필요가 있습니다.",7,전형적인 축제 포스터 형식을 따르면서도 온천 캐릭터와 화사한 엘리먼트가 친숙하면서도 신선한 변화를 줍니다. 색상과 구성은 무난하지만 독특한 요소나 새로운 시각적 시도는 다소 제한적입니다. 표현에 있어 좀 더 창의적인 연출이 가능해 보입니다.
경남_45,2025,경남,제2회_부원동_뒷고기_축제,C:\workspace\uv_festival\홍보물\2025\경남\제2회_부원동_뒷고기_축제\포스터\제2회_부원동_뒷고기_축제_poster_01_20251026.png,7,"전체적으로 색채가 따뜻하고 명도 대비가 적절하며, 균형 잡힌 구도를 보여줍니다. 하지만 뒷고기 이미지와 하단 일러스트의 스타일 차이가 약간 통일감을 저해합니다.",9,"포스터 내 텍스트와 이미지가 축제 주제인 뒷고기와 잘 어울리며, 콘셉트가 명확하게 전달됩니다. 주요 정보와 시각 요소의 일치도가 높아 주제와 시각의 연계가 효과적입니다.",8,"텍스트 배치가 명확하고 배경과 대비도 좋아 가독성이 우수합니다. 날짜, 장소 등 정보의 위계 구조도 잘 구분되어 있으며, 시선 흐름도 자연스럽습니다.",6,기본적인 축제 포스터 형식을 따르고 있어 참신성은 다소 떨어집니다. 그러나 아기자기한 캐릭터 일러스트와 축제 부스 구성은 독창성을 어느 정도 보여줍니다.
경남_50,2025,경남,제37회_아라가야문화제,C:\workspace\uv_festival\홍보물\2025\경남\제37회_아라가야문화제\포스터\제37회_아라가야문화제_poster_01_20250910.jpg,8.0,부드러운 그라데이션 배경과 대비되는 진한 자주색 텍스트가 시각적 안정감을 준다. 중앙의 대형 타이포그래피와 전통 문화 요소가 균형 있게 배치되어 조형 완성도가 높다.,9.0,"텍스트와 이미지가 아라가야 문화제를 명확히 드러내며 일체감을 형성한다. 전통 유물을 모티프로 한 시각 요소와 정확한 날짜, 장소 정보가 콘셉트와 잘 맞아떨어진다.",8.5,"글자 색과 배경의 대비가 우수해 가독성이 높다. 제목, 날짜, 공연 정보가 계층적으로 잘 구분되어 시선 흐름이 자연스럽다.",7.0,전통 문양을 텍스트와 결합한 시도가 신선하다. 다만 전체적인 디자인 형식은 비교적 정형화되어 있어 독창성 측면에서 다소 보수적인 편이다.
경남_53,2025,경남,제3회_합천황토한우축제,C:\workspace\uv_festival\홍보물\2025\경남\제3회_합천황토한우축제\포스터\제3회_합천황토한우축제_poster_05_20251024.jpg,7,"전반적으로 따뜻한 톤과 조화로운 색상이 사용되어 친근감이 느껴집니다. 캐릭터와 아이콘들의 배치가 균형있고 안정적이지만, 다소 단순한 구성으로 시각 리듬감은 약간 부족합니다.",9,"한우 축제의 주제를 명확하게 전달하며, 텍스트와 이미지 간의 의미적 연결이 뛰어납니다. 축제의 다양한 요소들이 시각적으로 잘 통합되어 콘셉트 일관성이 뛰어납니다.",8,"배경과 텍스트 간 충분한 대비로 가독성이 좋으며, 날짜와 장소 등 주요 정보가 계층적으로 명확하게 구성되어 있습니다. 시선 흐름도 자연스러워 정보를 쉽게 습득할 수 있습니다.",6,"전통적 축제 포스터 형식을 따르면서도 귀여운 캐릭터와 간단한 일러스트로 친근함을 살렸으나, 전체적인 구성과 표현에서 큰 새로움은 다소 부족한 편입니다."
경남_51,2025,경남,제39회_비사벌문화제,C:\workspace\uv_festival\홍보물\2025\경남\제39회_비사벌문화제\포스터\제39회_비사벌문화제_poster_01_20251024.jpg,8,"색채는 밤하늘과 노란 달의 대비가 돋보이며, 색상 조화가 안정적입니다. 중앙의 큰 글씨와 산의 배경이 균형을 이루고 있어 시각적 안정감이 우수합니다. 다양한 사진과 일러스트가 조화롭게 어우러져 조형 완성도가 높습니다.",9,"축제의 주제인 '비사벌 문화제'와 자연, 전통 이미지가 잘 연결되어 있습니다. 텍스트와 이미지가 행사 컨셉인 전통과 문화 축제와 일관되게 매치되어 주제 전달이 명확합니다. 제목과 행사 일정이 시각적으로도 일관성 있게 표현되었습니다.",7,주요 정보인 행사명과 날짜는 명확한 대비와 크기로 가독성이 좋습니다. 다만 하단 일정표 텍스트는 작고 조밀해 읽기 다소 어려울 수 있습니다. 시선 흐름이 자연스럽지만 정보 과다로 인한 다소 복잡함이 있습니다.,7,"달을 배경으로 한 구성과 전통복장의 인물, 다양한 축제 사진의 조합은 신선한 연출입니다. 색상과 모티프에 새로운 변주가 있으나, 전체적으로는 기존 축제 포스터 문법을 크게 벗어나지 않는 편입니다. 독창적인 요소가 일부 돋보입니다."
경남_36,2025,경남,제20회_창녕낙동강유채축제,C:\workspace\uv_festival\홍보물\2025\경남\제20회_창녕낙동강유채축제\포스터\제20회_창녕낙동강유채축제_poster_01_20250410.jpg,7.5,"노란색 유채꽃을 중심으로 한 색채 구성은 따뜻하고 화사하며, 명도와 채도 대비가 적절하다. 구도는 상단 중심에 주요 텍스트와 이미지가 배치되어 시각적 안정감을 준다. 다만 캐릭터와 드론 이미지가 다소 분산되어 조형 완성도에서는 약간의 통일감 부족을 보인다.",8.0,"축제의 주요 테마인 유채꽃과 자연, 창녕 지역 특성을 잘 반영하고 있으며 텍스트와 이미지가 의미적으로 잘 연결되어 있다. 캐릭터와 행사 정보 등이 콘셉트와 조화롭게 어우러져 시각과 주제 간 일관성이 높다. 다만 드론쇼 정보는 주제와의 연계에서 약간 이질적으로 느껴질 수 있다.",8.5,"글자 색과 배경의 대비가 좋아 텍스트 읽기에 무리가 없다. 제목, 날짜, 장소 등의 주요 정보가 계층적으로 잘 정리되어 있으며 시선 흐름도 자연스럽다. 다만 글자 크기 차이와 다양한 폰트 사용이 다소 산만함을 유발할 수 있다.",7.0,"전통적인 축제 포스터 형식을 따르면서도 손글씨 느낌의 서체와 캐릭터 사용으로 독창성을 더했다. 하지만 전체적인 구성과 시각 요소는 비교적 평범한 편이며, 새롭고 독특한 시도는 제한적이다."
경남_54,2025,경남,제41회_김해진영단감축제,C:\workspace\uv_festival\홍보물\2025\경남\제41회_김해진영단감축제\포스터\제41회_김해진영단감축제_poster_01_20251031.jpg,7.5,"명도와 채도 대비가 적절하여 시선을 끌고 있으며, 주황, 초록 등 가을을 상징하는 색상 조화가 잘 이루어져 있습니다. 구도는 중앙 정렬로 안정적이지만 다소 평범한 구성입니다. 일러스트와 사진이 잘 어우러져 전체적인 통일감이 좋습니다.",8.0,‘단감축제’라는 주제가 텍스트와 이미지를 통해 명확하게 전달됩니다. 행사 콘셉트인 감과 가을 축제 분위기가 색상과 일러스트로 잘 표현되어 있습니다. 전체적으로 텍스트와 이미지가 일관성 있게 조화를 이루고 있습니다.,9.0,"배경과 글자 색이 뚜렷하여 텍스트 판독에 무리가 없습니다. 중요한 정보(축제명, 날짜, 장소)가 계층적으로 잘 구성되어 있으며, 시선 흐름도 자연스럽게 유도됩니다. 다만 하단 인물 소개 부분은 다소 복잡해 보일 수 있습니다.",6.5,"전체적인 형식은 전통적인 축제 포스터 문법에 충실하며, 참신함보다는 명료성에 집중한 구성입니다. 시각 패턴과 모티프가 표준적이고 독자적 연출은 제한적입니다. 다만 단감 모티프의 단순한 일러스트 사용은 친근감을 더합니다."
경남_56,2025,경남,제5회_감악산_꽃&별여행,C:\workspace\uv_festival\홍보물\2025\경남\제5회_감악산_꽃&별여행\포스터\제5회_감악산_꽃&별여행_poster_01_20250922.jpg,8,"보랏빛 라벤더와 노을빛 하늘의 명도·채도 대비가 인상적이며 색상 조화가 뛰어납니다. 구도는 좌측 하단에서 상단 우측으로 이어지는 시선 흐름이 자연스럽고, 풍력발전기가 중심 역할을 하여 안정감을 줍니다. 사진의 조형 완성도가 높아 전체적으로 완성도가 뛰어납니다.",9,"‘보랏빛 노을 속으로’라는 텍스트와 이미지가 잘 맞아떨어져 행사 주제인 자연과 꽃 여행이 명확하게 전달됩니다. 텍스트와 자연 풍경이 유기적으로 연결되어 주제의 일관성이 뛰어나며, 시각적·언어적 표현이 조화를 이룹니다.",7,"배경과 텍스트 색상 대비가 적절해 가독성이 양호하지만, 일부 글자 윤곽이 부드럽게 처리되어 멀리서 볼 때 약간 흐려질 수 있습니다. 정보 구조가 명확하게 구분돼 시선 흐름에 큰 방해가 없으나 날짜 정보가 조금 작게 느껴질 수 있습니다.",6,"기본적인 축제 포스터 구성에 충실하며 색상과 풍경 선택에서 신선함을 느낄 수 있으나, 형식적 변주나 시각적 실험성은 다소 제한적입니다. 전반적으로 무난한 연출이지만 독창적인 시각 패턴이나 표현에서는 특별한 시도가 부족합니다."
경남_55,2025,경남,제50회_의령_홍의장군축제,C:\workspace\uv_festival\홍보물\2025\경남\제50회_의령_홍의장군축제\포스터\제50회_의령_홍의장군축제_poster_01_20250417.jpg,8,"명도와 채도가 적절히 조화되어 따뜻하고 친근한 분위기를 연출합니다. 중심 배치가 명확하며, 전체적인 구도 균형과 형태 리듬감이 뛰어나 안정감이 느껴집니다.",9,"제목과 이미지, 부제의 연결성이 매우 높아 주제인 '홍의장군축제'의 역사적 의미와 현대적 만남을 잘 표현했습니다. 행사 콘셉트와 시각적 요소가 일관성 있게 조화를 이루고 있습니다.",8,"글자와 배경 간 대비가 충분하여 판독성이 좋고, 제목-날짜-장소 순으로 정보 구조가 명확하게 구성되어 있습니다. 시선 흐름도 자연스러워 정보를 쉽게 파악할 수 있습니다.",7,"전통적 행사 포스터 형식에 충실하면서도 현대적 일러스트 스타일과 색채로 신선한 느낌을 줍니다. 다만 독창성 측면에서 극적인 변주는 적으나, 전반적인 연출이 깔끔하고 효과적입니다."
경남_57,2025,경남,제63회_거제옥포대첩_축제,C:\workspace\uv_festival\홍보물\2025\경남\제63회_거제옥포대첩_축제\포스터\제63회_거제옥포대첩_축제_poster_01_20250613.jpg,8,"짙은 남색 배경과 붉은색 갑옷 군복의 색 대비가 강렬하며, 글씨와 이미지가 조화롭게 균형을 이룹니다. 인물의 세부 묘사와 붓글씨 형태가 어우러져 전체적인 조형 완성도가 높습니다.",9,"‘건투’라는 주제와 전통 갑옷을 입은 인물 이미지, 행사 내용이 잘 결합되어 축제의 역사성과 전통 콘셉트가 명확하게 전달됩니다. 텍스트와 시각적 요소들 간의 의미 연계가 매우 뛰어납니다.",7,주요 정보인 날짜와 장소가 잘 배치되었으며 글자 대비도 좋아 판독이 쉽습니다. 다만 붓글씨 제목이 시선을 많이 끌지만 일부 사람에게는 해독이 다소 어려울 수 있어 가독성에서 약간 아쉬움이 있습니다.,7.5,전통적 소재를 현대적 일러스트 기법과 붓글씨 타이포그래피로 재해석해 신선한 시도를 보입니다. 다만 큰 틀의 구성은 축제 포스터의 전형적인 형식을 따르는 편입니다.
경남_52,2025,경남,제3회_칠서생태공원_청보리·작약축제,C:\workspace\uv_festival\홍보물\2025\경남\제3회_칠서생태공원_청보리·작약축제\포스터\제3회_칠서생태공원_청보리·작약축제_poster_01_20250509.jpg,8,"청량한 블루 스카이와 자연 풍경의 조화가 색채 구성을 잘 살렸습니다. 주요 텍스트가 중앙에 균형감 있게 배치되어 시각적 안정감을 줍니다. 다만, 약간의 광원 효과가 자연스러움을 약간 해칠 수 있습니다.",9,청보리와 작약꽃을 전면에 내세워 축제의 주제와 이미지가 밀접하게 연결되어 있습니다. 텍스트와 이미지가 조화를 이루며 푸른 자연을 강조해 장소와 콘셉트에 적합합니다. 주제 전달이 명확합니다.,9,"배경과 흰색 텍스트 간 대비가 뛰어나 가독성이 좋습니다. 정보가 눈에 잘 띄게 위계 구조를 이루어 일정, 장소 등이 쉽게 구분됩니다. 시선 흐름도 상단에서 하단으로 자연스럽게 이어집니다.",7,"전통적인 축제 포스터 구성에 충실하며, 자연과 관련된 이미지 사용이 신선함을 줍니다. 독창적인 시각 패턴이나 실험적인 표현은 적으나, 깔끔하고 효과적인 연출로 안정적인 완성도를 나타냅니다."
경남_58,2025,경남,제63회_진해군항제,C:\workspace\uv_festival\홍보물\2025\경남\제63회_진해군항제\포스터\제63회_진해군항제_poster_02_20250329.jpg,8.5,분홍색 계열의 색채가 명도와 채도에서 조화를 이루며 봄 분위기를 잘 표현했습니다. 꽃잎과 인물들이 배치된 구도가 균형감 있고 시각적 안정감을 줍니다. 일러스트와 사진 느낌이 혼합되어 있지만 전체적으로 통일감 있고 리듬감 있는 형태를 보여줍니다.,9.0,"포스터의 꽃과 인물들이 봄 축제라는 주제와 잘 부합하며 텍스트와도 의미적으로 연결되어 있습니다. 제목과 시각요소가 축제의 활기찬 분위기를 잘 전달하며, 콘셉트의 일관성이 우수합니다. 텍스트와 이미지가 시멘틱 면에서 조화를 이루고 있습니다.",7.5,"배경과 텍스트 간 대비가 뚜렷해 가독성이 높으나 일부 작은 글자는 상대적으로 판독이 다소 어려울 수 있습니다. 제목과 날짜 등 주요 정보가 계층적으로 구성되어 있지만, 세로 배열은 시선 흐름에 약간의 부자연스러움을 줄 수 있습니다.",8.0,꽃잎과 인물들이 유기적으로 어우러진 점에서 형식적 참신성이 돋보입니다. 전통적인 축제 포스터 틀에서 벗어나 시각적 패턴과 모티프를 다양하게 활용해 독자적인 연출 효과를 냈습니다. 전반적으로 신선하고 창의적인 비주얼 표현이 인상적입니다.
경남_60,2025,경남,제64회_통영한산대첩축제,C:\workspace\uv_festival\홍보물\2025\경남\제64회_통영한산대첩축제\포스터\제64회_통영한산대첩축제_poster_02_20250809.jpg,8,빨강과 자연풍경의 색채 대비가 강렬하고 조화롭게 어우러져 시각적 임팩트가 뛰어납니다. 구도는 오른쪽의 장수상과 배경의 풍경이 균형 있게 배치되어 안정감이 있습니다. 조형 완성도 역시 조각상과 배경사진의 통일감이 잘 유지되어 있습니다.,9,"포스터의 텍스트와 이미지가 '통영한산대첩축제'라는 역사적 주제와 강하게 연결되어 있습니다. 장수상과 성곽, 그리고 주요 일정 정보가 한데 어우러져 행사 주제와 콘셉트를 명확히 전달합니다. 텍스트와 시각적 요소의 의미적 일치도 매우 우수합니다.",7,"빨강 배경에 흰색, 노란색 텍스트의 대비가 잘 되어 있지만, 일부 글씨체는 붓글씨 느낌으로 가독성이 약간 떨어질 수 있습니다. 정보 구조는 날짜, 장소 등이 계층적으로 배치되어 이해가 쉽습니다. 시선의 흐름도 위에서 아래로 자연스럽게 이어집니다.",7,"기존 축제 포스터 형식을 따르면서도 붓글씨와 장수상 이미지 활용으로 한국적이고 독창적인 분위기를 잘 살렸습니다. 색상 활용과 구도의 변주가 신선하며, 전통과 현대적 감각의 조합이 돋보입니다. 다만 전반적 틀에서는 큰 실험성은 적은 편입니다."
경남_61,2025,경남,제67회_밀양아리랑대축제,C:\workspace\uv_festival\홍보물\2025\경남\제67회_밀양아리랑대축제\포스터\제67회_밀양아리랑대축제_poster_01_20250522.jpg,8,"선명한 원색과 다양한 색채가 조화를 이루어 시각적으로 매우 매력적입니다. 화려한 곡선과 균형 잡힌 구도가 전체적으로 안정감을 주며, 전통적 이미지와 현대적 디자인 요소가 잘 결합되어 있습니다.",9,"밀양아리랑 축제의 전통성과 희망이라는 주제가 텍스트와 이미지에서 명확히 드러납니다. 전통 의상과 건축물, 그리고 행사의 핵심 메시지가 시각적으로 일관되게 전달되어 주제 적합성이 뛰어납니다.",7,"글자 색과 배경의 대비가 충분해 대부분의 텍스트가 잘 읽히나, 일부 컬러 포인트는 시선 분산을 유발할 수 있습니다. 정보 계층 구조가 명확하며 날짜와 장소 안내도 적절하게 배치되어 자연스러운 시선 흐름을 유도합니다.",8,전통적인 축제 포스터 형식에 곡선과 색채 사용을 통한 신선한 변주가 돋보입니다. 다채로운 시각 모티프와 함께 현대적인 그래픽 요소를 배합해 독창적이고 참신한 연출을 완성했습니다.
경남_59,2025,경남,제64회_3.1민속문화제,C:\workspace\uv_festival\홍보물\2025\경남\제64회_3.1민속문화제\포스터\제64회_3.1민속문화제_poster_01_20250228.jpg,7.5,"전통적인 붓글씨와 태극 문양의 조화가 돋보이며, 색채는 붉은색과 푸른색 대비로 강렬함을 준다. 하지만 전체 구도가 약간 복잡하고 하단 이미지들이 시각적 무게 중심을 분산시켜 균형감이 다소 떨어진다.",9.0,"포스터 제목과 이미지, 행사 날짜 및 장소가 명확히 연결되어 민속문화축제의 주제가 잘 드러난다. 태극 문양과 전통 행사 사진이 한국 민속과 문화적 콘셉트를 효과적으로 전달한다.",6.5,"주요 날짜와 장소가 색상 대비를 통해 잘 식별되나, 하단의 작은 글씨들은 다소 복잡하고 가독성이 떨어진다. 텍스트의 계층적 구성이 명확하지만 시선 흐름이 상단 중심에서 하단으로 다소 분산된다.",7.0,전통적 붓글씨와 태극 문양을 현대적으로 재해석한 점이 참신하다. 다만 전체 구성은 전형적인 축제 포스터 형식을 따르고 있어 독창성 면에서는 약간 보수적인 편이다.
경남_63,2025,경남,제6회_거창韓_거창산양삼축제,C:\workspace\uv_festival\홍보물\2025\경남\제6회_거창韓_거창산양삼축제\포스터\제6회_거창韓_거창산양삼축제_poster_01_20250516.jpg,7.0,"색채 구성은 전통적 색상과 조화롭게 어우러져 있으며, 명도와 채도의 대비가 적절해 눈에 편안하다. 구도는 중앙의 원형 배경을 중심으로 안정감을 주며, 일러스트도 전체적으로 통일감 있다.",8.0,"산양삼 축제라는 주제에 맞는 산양삼 이미지와 전통적인 장면들이 조화롭게 배치되어 의미적 연결이 잘 이루어졌으며, 행사 내용을 직관적으로 전달한다. 텍스트와 시각 요소가 콘셉트와 잘 맞아 통일성이 높다.",7.5,"주제 텍스트와 날짜, 장소 정보가 명확하게 구분되어 있고 배경과 텍스트 색의 대비가 좋아 가독성이 좋다. 단, 전체적으로 텍스트 크기가 조금 균일해서 정보 간 시선 흐름 면에서 약간의 아쉬움이 있다.",6.5,"전통 축제 포스터 형식을 따르면서도 캐릭터 일러스트와 색상 배치에서 일정 수준의 신선함을 보여준다. 다만, 큰 틀의 형식 변화나 독특한 시각 패턴은 상대적으로 적어 독창성은 중간 수준이다."
경남_64,2025,경남,제6회_대한민국_함안_수박축제,C:\workspace\uv_festival\홍보물\2025\경남\제6회_대한민국_함안_수박축제\포스터\제6회_대한민국_함안_수박축제_poster_01_20250426.jpg,7,"밝고 경쾌한 색채구성과 채도 대비로 시각적 활력이 돋보입니다. 구도는 중앙 하단 무대와 텍스트가 균형 있게 배치되어 안정감을 줍니다. 다만, 일러스트 스타일이 다소 단순하여 조형 완성도 면에서는 보완의 여지가 있습니다.",8,"수박 축제라는 주제를 글자 내 수박 일러스트와 행사 이미지로 효과적으로 표현했습니다. 날짜, 장소 정보와 시각 요소가 축제 분위기와 잘 어우러져 콘셉트가 명확합니다. 텍스트와 이미지의 의미적 연결도 일관성 있게 유지되고 있습니다.",8,"배경과 텍스트 색의 대비가 뛰어나 글자가 잘 읽힙니다. 정보는 제목, 날짜, 장소 등으로 명확히 구분되어 계층적으로 구성되어 있습니다. 시선이 위에서 아래로 자연스럽게 흐르도록 배치되어 가독성이 우수합니다.",6,전체적으로 전통적인 축제 포스터 형식을 따르면서 일부 글자 내 수박 모티프 등에서 창의적인 변주가 눈에 띕니다. 구성과 색상은 안정적이나 참신한 시각 패턴이나 독창적인 연출은 다소 부족한 편입니다.
경남_62,2025,경남,제6회_거창_아리미아_꽃_축제,C:\workspace\uv_festival\홍보물\2025\경남\제6회_거창_아리미아_꽃_축제\포스터\제6회_거창_아리미아_꽃_축제_poster_03_20250516.jpg,8,"보라색과 분홍색의 부드러운 색채 조화가 신비롭고 몽환적인 분위기를 잘 연출했습니다. 고래 이미지와 하늘, 구름의 자연스러운 배치로 균형감을 이루고 있으며, 글씨체와 일러스트가 조화롭게 어우러져 조형 완성도가 높습니다.",9,"고래와 하늘, 꿈이라는 시각 요소가 제목과 완벽하게 연결되어 축제 주제를 효과적으로 전달합니다. 지역 특화 축제인 아리미아 꽃축제의 자연과 꿈이라는 콘셉트를 일관되게 표현하며 시각과 텍스트의 의미적 매칭이 우수합니다.",7,"텍스트는 배경과 충분한 대비를 이루지만 일부 색상(초록, 주황)이 섞여 있어 가독성에 다소 영향을 미칩니다. 정보 구조는 명확하며 시선 흐름도 자연스러우나, 주요 날짜 정보에 색상 변화가 집중되어 약간의 시선 분산이 발생합니다.",8,"몽환적인 고래 이미지와 손글씨 느낌의 타이포그래피 조합은 기존 축제 포스터와 차별화된 독창성을 부여합니다. 구름과 하늘 배경, 그리고 고래의 은은한 등장으로 시각 패턴이 다양하며 전체적으로 신선한 표현 방식을 보여줍니다."
경남_66,2025,경남,제9회_하동섬진강문화재첩축제,C:\workspace\uv_festival\홍보물\2025\경남\제9회_하동섬진강문화재첩축제\포스터\제9회_하동섬진강문화재첩축제_poster_01_20250620.jpg,7,밝고 산뜻한 색채 구성과 안정적인 구도로 전체적으로 조화롭고 편안한 느낌을 준다. 일러스트의 통일성과 리듬감이 다소 평이하지만 축제 분위기에 적합하다.,8,"텍스트와 이미지가 하동 섬진강 재첩축제라는 주제와 잘 맞으며, 자연과 힐링의 콘셉트가 일관되게 표현되었다. 축제의 핵심 메시지가 명확하게 전달된다.",8,"텍스트 대비가 좋아 배경과 글자 색 구분이 명확하고, 정보가 제목-날짜-장소 순으로 계층적으로 잘 배치되어 있다. 시선 흐름도 자연스럽고 읽기 편하다.",6,"전반적으로 익숙한 축제 포스터 양식을 유지하며, 일부 색상과 요소에서 약간의 신선함을 보인다. 하지만 독특한 시각 패턴이나 표현의 새로움은 다소 부족하다."
경남_65,2025,경남,제6회_선진리성_벚꽃축제,C:\workspace\uv_festival\홍보물\2025\경남\제6회_선진리성_벚꽃축제\포스터\제6회_선진리성_벚꽃축제_poster_02_20250329.jpg,8.5,"벚꽃의 연분홍색과 흰 배경의 조화가 매우 아름답고 색채 대비가 적절합니다. 구도도 중앙의 도로와 나무들, 그리고 상단의 벚꽃이 균형감 있게 배치되어 시각적 안정감을 줍니다. 전체적으로 일러스트 스타일의 통일감과 리듬감이 잘 살아있습니다.",9.0,벚꽃 축제라는 주제와 벚꽃 이미지가 명확하고 일치합니다. 날짜와 장소 정보도 시각적으로 잘 연결되어 행사 콘셉트와 완벽히 어우러집니다. 텍스트와 이미지가 의미적으로 강한 연관성을 보이며 주제 전달이 효과적입니다.,8.0,"글자 색과 배경의 대비가 명확해 가독성이 높으나, 일부 작은 글자(개막식 시간)가 조금 아쉽습니다. 제목, 날짜, 장소가 계층적으로 잘 조직되어 정보를 쉽게 파악할 수 있습니다. 시선 흐름도 자연스럽고 주요 정보를 빠르게 인식할 수 있습니다.",7.5,"전통적인 축제 포스터 구성에 충실하면서도 벚꽃 나무와 도로를 활용한 시각적 전개가 신선합니다. 색상과 모티프의 다양성은 다소 제한적이지만, 전체적인 연출과 표현은 독자적이고 참신함을 느끼게 합니다."
경남_68,2025,경남,창포원_힐링치유_봄축제(가칭),C:\workspace\uv_festival\홍보물\2025\경남\창포원_힐링치유_봄축제(가칭)\포스터\창포원_힐링치유_봄축제(가칭)_poster_05_20250516.png,7.5,"전체적으로 봄의 분위기에 맞는 부드러운 분홍과 파랑 계열의 색채 대비가 잘 조화되어 있으며, 텍스트 중심의 균형 잡힌 구도로 안정감을 준다. 다만, 주변 꽃 일러스트의 통일감과 조형 리듬이 조금 더 강화되면 완성도가 높아질 것이다.",8.5,"포스터의 텍스트와 이미지가 봄 축제라는 주제를 명확히 반영하고 있어 시각-텍스트의 일치성이 뛰어나다. 행사명, 날짜, 장소 등이 잘 매칭되어 콘셉트가 일관되며, 봄꽃과 휴식이라는 메시지가 잘 표현되어 있다.",8.0,"중요 정보별로 명확한 색 대비를 활용해 가독성이 좋아 눈에 잘 들어온다. 제목과 날짜, 부가 안내 정보가 계층적으로 잘 배치되어 있으며 시선의 흐름도 자연스럽다. 다만, 하단 주요행사 텍스트가 다소 작아 보완될 필요가 있다.",6.5,"전체 레이아웃과 색상 구성은 무난한 편이며, 전통적인 축제 포스터 형식을 크게 벗어나지 않는다. 꽃 일러스트의 활용이 다소 일반적이며, 독창적인 시각적 변주가 좀 더 증대되면 더욱 인상적일 것이다."
경남_67,2025,경남,지리산산청곶감축제위원회,C:\workspace\uv_festival\홍보물\2025\경남\지리산산청곶감축제위원회\포스터\지리산산청곶감축제위원회_poster_01_20250102.jpg,7.5,"색채 구성은 따뜻한 오렌지색과 차분한 청록색이 조화를 이루어 시각적 안정감을 준다. 구도는 중앙과 하단에 주요 요소들이 배치되어 균형감이 있으나, 상단의 로고와 텍스트가 다소 분산되어 있다. 조형 완성도는 문자와 이미지가 통일된 스타일을 유지하며 형태 리듬감이 잘 살아있다.",8.5,"텍스트와 이미지가 '지리산 산청곶감축제'라는 주제와 매우 잘 연결되어 있다. 행사의 핵심 테마인 곶감과 지역성을 강조했으며, 전반적인 콘셉트와 시각 표현이 일관적이다. 텍스트와 시각적 요소가 의미적으로 잘 맞아떨어진다.",8.0,"주요 날짜와 장소 정보는 명확하게 대비되어 가독성이 우수하다. 제목과 부가 정보가 위계에 따라 잘 구조화되어 눈의 흐름이 자연스럽다. 다만, 상단의 후원 문구는 다소 글자 크기와 줄 간격이 조밀해 약간의 가독성 저하가 있다.",6.0,전통적이고 친숙한 문양과 색상을 사용해 안정적인 표현을 보인다. 독창적인 시각 문법이나 참신한 패턴 적용보다는 보편적 구성에 의존한 점이 다소 아쉽다. 다만 귀여운 캐릭터 도입으로 친근감을 준 점은 긍정적이다.
